repo_name,description,company_role,venture_id,venture_name,sector,stage,status,repository_url,agent_ids,health_score,revenue_ytd,source,priority,notes
fs-021-pilates-studio,FS-021-Pilates-Studio: Pilates Studio - fitness-sports venture,Venture,FS-021-Pilates-Studio,Pilates Studio,fitness-sports,validation,validation,https://github.com/Worldwidebro/fs-021-pilates-studio,"T3_GROWTH_HACKER_001","T4_OPS_COORDINATOR_001""],0,ventures-master.csv,medium,Venture #132 of 687
fs-022-dance-studio,FS-022-Dance-Studio: Dance Studio - fitness-sports venture,Venture,FS-022-Dance-Studio,Dance Studio,fitness-sports,validation,validation,https://github.com/Worldwidebro/fs-022-dance-studio,"T3_GROWTH_HACKER_001","T4_OPS_COORDINATOR_001""],0,ventures-master.csv,medium,Venture #133 of 687
fs-023-martial-arts-dojo,FS-023-Martial-Arts-Dojo: Martial Arts Dojo - fitness-sports venture,Venture,FS-023-Martial-Arts-Dojo,Martial Arts Dojo,fitness-sports,validation,validation,https://github.com/Worldwidebro/fs-023-martial-arts-dojo,"T3_GROWTH_HACKER_001","T4_OPS_COORDINATOR_001""],0,ventures-master.csv,medium,Venture #134 of 687
fs-024-sports-performance-center,FS-024-Sports-Performance-Center: Sports Performance Center - fitness-sports venture,Venture,FS-024-Sports-Performance-Center,Sports Performance Center,fitness-sports,planned,planned,https://github.com/Worldwidebro/fs-024-sports-performance-center,"T3_GROWTH_HACKER_001","T4_OPS_COORDINATOR_001""],0,ventures-master.csv,medium,Venture #135 of 687
fs-025-corporate-wellness-program,FS-025-Corporate-Wellness-Program: Corporate Wellness Program - fitness-sports venture,Venture,FS-025-Corporate-Wellness-Program,Corporate Wellness Program,fitness-sports,mvp,development,https://github.com/Worldwidebro/fs-025-corporate-wellness-program,"T3_GROWTH_HACKER_001","T4_OPS_COORDINATOR_001""],0,ventures-master.csv,medium,Venture #136 of 687
lt-001-truck-dispatch-company,LT-001-Truck-Dispatch-Company: Truck Dispatch Company - logistics-transport venture,Venture,LT-001-Truck-Dispatch-Company,Truck Dispatch Company,logistics-transport,validation,validation,https://github.com/Worldwidebro/lt-001-truck-dispatch-company,"T5_SYNC_ENGINE_001",[""system-design",0,ventures-master.csv,medium,Venture #137 of 687
lt-002-freight-brokerage,LT-002-Freight-Brokerage: Freight Brokerage - logistics-transport venture,Venture,LT-002-Freight-Brokerage,Freight Brokerage,logistics-transport,validation,validation,https://github.com/Worldwidebro/lt-002-freight-brokerage,"T5_SYNC_ENGINE_001",[""system-design",0,ventures-master.csv,medium,Venture #138 of 687
lt-003-logistics-dispatch-service,LT-003-Logistics-Dispatch-Service: Logistics Dispatch Service - logistics-transport venture,Venture,LT-003-Logistics-Dispatch-Service,Logistics Dispatch Service,logistics-transport,mvp,development,https://github.com/Worldwidebro/lt-003-logistics-dispatch-service,"T5_SYNC_ENGINE_001",[""system-design",0,ventures-master.csv,medium,Venture #139 of 687
lt-004-last-mile-delivery-dispatch,LT-004-Last-Mile-Delivery-Dispatch: Last Mile Delivery Dispatch - logistics-transport venture,Venture,LT-004-Last-Mile-Delivery-Dispatch,Last Mile Delivery Dispatch,logistics-transport,mvp,development,https://github.com/Worldwidebro/lt-004-last-mile-delivery-dispatch,"T5_SYNC_ENGINE_001",[""system-design",0,ventures-master.csv,medium,Venture #140 of 687
lt-005-medical-courier-dispatch,LT-005-Medical-Courier-Dispatch: Medical Courier Dispatch - logistics-transport venture,Venture,LT-005-Medical-Courier-Dispatch,Medical Courier Dispatch,logistics-transport,validation,validation,https://github.com/Worldwidebro/lt-005-medical-courier-dispatch,"T5_SYNC_ENGINE_001",[""system-design",0,ventures-master.csv,medium,Venture #141 of 687
lt-006-amazon,LT-006-Amazon: Amazon - logistics-transport venture,Venture,LT-006-Amazon,Amazon,logistics-transport,planned,planned,https://github.com/Worldwidebro/lt-006-amazon,"T5_SYNC_ENGINE_001",[""system-design",0,ventures-master.csv,medium,Venture #142 of 687
lt-007-construction-dispatch,LT-007-Construction-Dispatch: Construction Dispatch - logistics-transport venture,Venture,LT-007-Construction-Dispatch,Construction Dispatch,logistics-transport,validation,validation,https://github.com/Worldwidebro/lt-007-construction-dispatch,"T5_SYNC_ENGINE_001",[""system-design",0,ventures-master.csv,medium,Venture #143 of 687
lt-008-towing-dispatch,LT-008-Towing-Dispatch: Towing Dispatch - logistics-transport venture,Venture,LT-008-Towing-Dispatch,Towing Dispatch,logistics-transport,mvp,development,https://github.com/Worldwidebro/lt-008-towing-dispatch,"T5_SYNC_ENGINE_001",[""system-design",0,ventures-master.csv,medium,Venture #144 of 687
lt-009-hvac-technician-dispatch,LT-009-HVAC-Technician-Dispatch: Hvac Technician Dispatch - logistics-transport venture,Venture,LT-009-HVAC-Technician-Dispatch,Hvac Technician Dispatch,logistics-transport,mvp,development,https://github.com/Worldwidebro/lt-009-hvac-technician-dispatch,"T5_SYNC_ENGINE_001",[""system-design",0,ventures-master.csv,medium,Venture #145 of 687
lt-010-field-service-dispatch,LT-010-Field-Service-Dispatch: Field Service Dispatch - logistics-transport venture,Venture,LT-010-Field-Service-Dispatch,Field Service Dispatch,logistics-transport,mvp,development,https://github.com/Worldwidebro/lt-010-field-service-dispatch,"T5_SYNC_ENGINE_001",[""system-design",0,ventures-master.csv,medium,Venture #146 of 687
lt-011-dispatch-software,LT-011-Dispatch-Software: Dispatch Software - logistics-transport venture,Venture,LT-011-Dispatch-Software,Dispatch Software,logistics-transport,planned,planned,https://github.com/Worldwidebro/lt-011-dispatch-software,"T5_SYNC_ENGINE_001",[""system-design",0,ventures-master.csv,medium,Venture #147 of 687
lt-012-fleet-tracking-platform,LT-012-Fleet-Tracking-Platform: Fleet Tracking Platform - logistics-transport venture,Venture,LT-012-Fleet-Tracking-Platform,Fleet Tracking Platform,logistics-transport,planned,planned,https://github.com/Worldwidebro/lt-012-fleet-tracking-platform,"T5_SYNC_ENGINE_001",[""system-design",0,ventures-master.csv,medium,Venture #148 of 687
lt-013-logistics-automation-system,LT-013-Logistics-Automation-System: Logistics Automation System - logistics-transport venture,Venture,LT-013-Logistics-Automation-System,Logistics Automation System,logistics-transport,planned,planned,https://github.com/Worldwidebro/lt-013-logistics-automation-system,"T5_SYNC_ENGINE_001",[""system-design",0,ventures-master.csv,medium,Venture #149 of 687
lt-014-ai-route-optimization,LT-014-AI-Route-Optimization: Ai Route Optimization - logistics-transport venture,Venture,LT-014-AI-Route-Optimization,Ai Route Optimization,logistics-transport,planned,planned,https://github.com/Worldwidebro/lt-014-ai-route-optimization,"T5_SYNC_ENGINE_001",[""system-design",0,ventures-master.csv,medium,Venture #150 of 687
lt-015-driver-management-platform,LT-015-Driver-Management-Platform: Driver Management Platform - logistics-transport venture,Venture,LT-015-Driver-Management-Platform,Driver Management Platform,logistics-transport,planned,planned,https://github.com/Worldwidebro/lt-015-driver-management-platform,"T5_SYNC_ENGINE_001",[""system-design",0,ventures-master.csv,medium,Venture #151 of 687
lt-016-trucking-company,LT-016-Trucking-Company: Trucking Company - logistics-transport venture,Venture,LT-016-Trucking-Company,Trucking Company,logistics-transport,validation,validation,https://github.com/Worldwidebro/lt-016-trucking-company,"T5_SYNC_ENGINE_001",[""system-design",0,ventures-master.csv,medium,Venture #152 of 687
lt-017-courier-service,LT-017-Courier-Service: Courier Service - logistics-transport venture,Venture,LT-017-Courier-Service,Courier Service,logistics-transport,mvp,development,https://github.com/Worldwidebro/lt-017-courier-service,"T5_SYNC_ENGINE_001",[""system-design",0,ventures-master.csv,medium,Venture #153 of 687
lt-018-local-delivery-company,LT-018-Local-Delivery-Company: Local Delivery Company - logistics-transport venture,Venture,LT-018-Local-Delivery-Company,Local Delivery Company,logistics-transport,mvp,development,https://github.com/Worldwidebro/lt-018-local-delivery-company,"T5_SYNC_ENGINE_001",[""system-design",0,ventures-master.csv,medium,Venture #154 of 687
lt-019-moving-company,LT-019-Moving-Company: Moving Company - logistics-transport venture,Venture,LT-019-Moving-Company,Moving Company,logistics-transport,validation,validation,https://github.com/Worldwidebro/lt-019-moving-company,"T5_SYNC_ENGINE_001",[""system-design",0,ventures-master.csv,medium,Venture #155 of 687
lt-020-freight-company,LT-020-Freight-Company: Freight Company - logistics-transport venture,Venture,LT-020-Freight-Company,Freight Company,logistics-transport,validation,validation,https://github.com/Worldwidebro/lt-020-freight-company,"T5_SYNC_ENGINE_001",[""system-design",0,ventures-master.csv,medium,Venture #156 of 687
lt-021-warehouse-company,LT-021-Warehouse-Company: Warehouse Company - logistics-transport venture,Venture,LT-021-Warehouse-Company,Warehouse Company,logistics-transport,planned,planned,https://github.com/Worldwidebro/lt-021-warehouse-company,"T5_SYNC_ENGINE_001",[""system-design",0,ventures-master.csv,medium,Venture #157 of 687
lt-022-fulfillment-center,LT-022-Fulfillment-Center: Fulfillment Center - logistics-transport venture,Venture,LT-022-Fulfillment-Center,Fulfillment Center,logistics-transport,mvp,development,https://github.com/Worldwidebro/lt-022-fulfillment-center,"T5_SYNC_ENGINE_001",[""system-design",0,ventures-master.csv,medium,Venture #158 of 687
lt-023-storage-business,LT-023-Storage-Business: Storage Business - logistics-transport venture,Venture,LT-023-Storage-Business,Storage Business,logistics-transport,validation,validation,https://github.com/Worldwidebro/lt-023-storage-business,"T5_SYNC_ENGINE_001",[""system-design",0,ventures-master.csv,medium,Venture #159 of 687
lt-024-distribution-company,LT-024-Distribution-Company: Distribution Company - logistics-transport venture,Venture,LT-024-Distribution-Company,Distribution Company,logistics-transport,validation,validation,https://github.com/Worldwidebro/lt-024-distribution-company,"T5_SYNC_ENGINE_001",[""system-design",0,ventures-master.csv,medium,Venture #160 of 687
lt-025-logistics-marketplace,LT-025-Logistics-Marketplace: Logistics Marketplace - logistics-transport venture,Venture,LT-025-Logistics-Marketplace,Logistics Marketplace,logistics-transport,planned,planned,https://github.com/Worldwidebro/lt-025-logistics-marketplace,"T5_SYNC_ENGINE_001",[""system-design",0,ventures-master.csv,medium,Venture #161 of 687
lt-026-shipping-platform,LT-026-Shipping-Platform: Shipping Platform - logistics-transport venture,Venture,LT-026-Shipping-Platform,Shipping Platform,logistics-transport,planned,planned,https://github.com/Worldwidebro/lt-026-shipping-platform,"T5_SYNC_ENGINE_001",[""system-design",0,ventures-master.csv,medium,Venture #162 of 687
lt-027-fleet-management-saas,LT-027-Fleet-Management-SaaS: Fleet Management Saas - logistics-transport venture,Venture,LT-027-Fleet-Management-SaaS,Fleet Management Saas,logistics-transport,planned,planned,https://github.com/Worldwidebro/lt-027-fleet-management-saas,"T5_SYNC_ENGINE_001",[""system-design",0,ventures-master.csv,medium,Venture #163 of 687
lt-028-freight-ai-optimization,LT-028-Freight-AI-Optimization: Freight Ai Optimization - logistics-transport venture,Venture,LT-028-Freight-AI-Optimization,Freight Ai Optimization,logistics-transport,planned,planned,https://github.com/Worldwidebro/lt-028-freight-ai-optimization,"T5_SYNC_ENGINE_001",[""system-design",0,ventures-master.csv,medium,Venture #164 of 687
lt-029-supply-chain-analytics,LT-029-Supply-Chain-Analytics: Supply Chain Analytics - logistics-transport venture,Venture,LT-029-Supply-Chain-Analytics,Supply Chain Analytics,logistics-transport,planned,planned,https://github.com/Worldwidebro/lt-029-supply-chain-analytics,"T5_SYNC_ENGINE_001",[""system-design",0,ventures-master.csv,medium,Venture #165 of 687
lt-030-cold-chain-logistics,LT-030-Cold-Chain-Logistics: Cold Chain Logistics - logistics-transport venture,Venture,LT-030-Cold-Chain-Logistics,Cold Chain Logistics,logistics-transport,validation,validation,https://github.com/Worldwidebro/lt-030-cold-chain-logistics,"T5_SYNC_ENGINE_001",[""system-design",0,ventures-master.csv,medium,Venture #166 of 687
ps-001-business-consulting,PS-001-Business-Consulting: Business Consulting - professional-services venture,Venture,PS-001-Business-Consulting,Business Consulting,professional-services,mvp,development,https://github.com/Worldwidebro/ps-001-business-consulting,"T2_TECHNICAL_WRITER_001",[""business-strategy",0,ventures-master.csv,medium,Venture #167 of 687
ps-002-legal-services,PS-002-Legal-Services: Legal Services - professional-services venture,Venture,PS-002-Legal-Services,Legal Services,professional-services,validation,validation,https://github.com/Worldwidebro/ps-002-legal-services,"T2_TECHNICAL_WRITER_001",[""business-strategy",0,ventures-master.csv,medium,Venture #168 of 687
ps-003-accounting-services,PS-003-Accounting-Services: Accounting Services - professional-services venture,Venture,PS-003-Accounting-Services,Accounting Services,professional-services,mvp,development,https://github.com/Worldwidebro/ps-003-accounting-services,"T2_TECHNICAL_WRITER_001",[""business-strategy",0,ventures-master.csv,medium,Venture #169 of 687
ps-004-hr-consulting,PS-004-HR-Consulting: Hr Consulting - professional-services venture,Venture,PS-004-HR-Consulting,Hr Consulting,professional-services,validation,validation,https://github.com/Worldwidebro/ps-004-hr-consulting,"T2_TECHNICAL_WRITER_001",[""business-strategy",0,ventures-master.csv,medium,Venture #170 of 687
ps-005-marketing-agency,PS-005-Marketing-Agency: Marketing Agency - professional-services venture,Venture,PS-005-Marketing-Agency,Marketing Agency,professional-services,mvp,development,https://github.com/Worldwidebro/ps-005-marketing-agency,"T2_TECHNICAL_WRITER_001",[""business-strategy",0,ventures-master.csv,medium,Venture #171 of 687
ps-006-web-design-agency,PS-006-Web-Design-Agency: Web Design Agency - professional-services venture,Venture,PS-006-Web-Design-Agency,Web Design Agency,professional-services,mvp,development,https://github.com/Worldwidebro/ps-006-web-design-agency,"T2_TECHNICAL_WRITER_001",[""business-strategy",0,ventures-master.csv,medium,Venture #172 of 687
ps-007-it-support-services,PS-007-IT-Support-Services: It Support Services - professional-services venture,Venture,PS-007-IT-Support-Services,It Support Services,professional-services,mvp,development,https://github.com/Worldwidebro/ps-007-it-support-services,"T2_TECHNICAL_WRITER_001",[""business-strategy",0,ventures-master.csv,medium,Venture #173 of 687
ps-008-virtual-assistant-service,PS-008-Virtual-Assistant-Service: Virtual Assistant Service - professional-services venture,Venture,PS-008-Virtual-Assistant-Service,Virtual Assistant Service,professional-services,mvp,development,https://github.com/Worldwidebro/ps-008-virtual-assistant-service,"T2_TECHNICAL_WRITER_001",[""business-strategy",0,ventures-master.csv,medium,Venture #174 of 687
ps-009-bookkeeping-service,PS-009-Bookkeeping-Service: Bookkeeping Service - professional-services venture,Venture,PS-009-Bookkeeping-Service,Bookkeeping Service,professional-services,mvp,development,https://github.com/Worldwidebro/ps-009-bookkeeping-service,"T2_TECHNICAL_WRITER_001",[""business-strategy",0,ventures-master.csv,medium,Venture #175 of 687
ps-010-tax-preparation-service,PS-010-Tax-Preparation-Service: Tax Preparation Service - professional-services venture,Venture,PS-010-Tax-Preparation-Service,Tax Preparation Service,professional-services,mvp,development,https://github.com/Worldwidebro/ps-010-tax-preparation-service,"T2_TECHNICAL_WRITER_001",[""business-strategy",0,ventures-master.csv,medium,Venture #176 of 687
ps-011-real-estate-agency,PS-011-Real-Estate-Agency: Real Estate Agency - professional-services venture,Venture,PS-011-Real-Estate-Agency,Real Estate Agency,professional-services,validation,validation,https://github.com/Worldwidebro/ps-011-real-estate-agency,"T2_TECHNICAL_WRITER_001",[""business-strategy",0,ventures-master.csv,medium,Venture #177 of 687
ps-012-insurance-agency,PS-012-Insurance-Agency: Insurance Agency - professional-services venture,Venture,PS-012-Insurance-Agency,Insurance Agency,professional-services,validation,validation,https://github.com/Worldwidebro/ps-012-insurance-agency,"T2_TECHNICAL_WRITER_001",[""business-strategy",0,ventures-master.csv,medium,Venture #178 of 687
ps-013-financial-planning,PS-013-Financial-Planning: Financial Planning - professional-services venture,Venture,PS-013-Financial-Planning,Financial Planning,professional-services,mvp,development,https://github.com/Worldwidebro/ps-013-financial-planning,"T2_TECHNICAL_WRITER_001",[""business-strategy",0,ventures-master.csv,medium,Venture #179 of 687
ps-014-event-planning,PS-014-Event-Planning: Event Planning - professional-services venture,Venture,PS-014-Event-Planning,Event Planning,professional-services,validation,validation,https://github.com/Worldwidebro/ps-014-event-planning,"T2_TECHNICAL_WRITER_001",[""business-strategy",0,ventures-master.csv,medium,Venture #180 of 687
ps-015-interior-design,PS-015-Interior-Design: Interior Design - professional-services venture,Venture,PS-015-Interior-Design,Interior Design,professional-services,validation,validation,https://github.com/Worldwidebro/ps-015-interior-design,"T2_TECHNICAL_WRITER_001",[""business-strategy",0,ventures-master.csv,medium,Venture #181 of 687
ps-016-photography-service,PS-016-Photography-Service: Photography Service - professional-services venture,Venture,PS-016-Photography-Service,Photography Service,professional-services,mvp,development,https://github.com/Worldwidebro/ps-016-photography-service,"T2_TECHNICAL_WRITER_001",[""business-strategy",0,ventures-master.csv,medium,Venture #182 of 687
ps-017-videography-service,PS-017-Videography-Service: Videography Service - professional-services venture,Venture,PS-017-Videography-Service,Videography Service,professional-services,mvp,development,https://github.com/Worldwidebro/ps-017-videography-service,"T2_TECHNICAL_WRITER_001",[""business-strategy",0,ventures-master.csv,medium,Venture #183 of 687
ps-018-translation-services,PS-018-Translation-Services: Translation Services - professional-services venture,Venture,PS-018-Translation-Services,Translation Services,professional-services,validation,validation,https://github.com/Worldwidebro/ps-018-translation-services,"T2_TECHNICAL_WRITER_001",[""business-strategy",0,ventures-master.csv,medium,Venture #184 of 687
ps-019-copywriting-service,PS-019-Copywriting-Service: Copywriting Service - professional-services venture,Venture,PS-019-Copywriting-Service,Copywriting Service,professional-services,mvp,development,https://github.com/Worldwidebro/ps-019-copywriting-service,"T2_TECHNICAL_WRITER_001",[""business-strategy",0,ventures-master.csv,medium,Venture #185 of 687
ps-020-social-media-management,PS-020-Social-Media-Management: Social Media Management - professional-services venture,Venture,PS-020-Social-Media-Management,Social Media Management,professional-services,mvp,development,https://github.com/Worldwidebro/ps-020-social-media-management,"T2_TECHNICAL_WRITER_001",[""business-strategy",0,ventures-master.csv,medium,Venture #186 of 687
ps-021-seo-agency,PS-021-SEO-Agency: Seo Agency - professional-services venture,Venture,PS-021-SEO-Agency,Seo Agency,professional-services,mvp,development,https://github.com/Worldwidebro/ps-021-seo-agency,"T2_TECHNICAL_WRITER_001",[""business-strategy",0,ventures-master.csv,medium,Venture #187 of 687
ps-022-ppc-management,PS-022-PPC-Management: Ppc Management - professional-services venture,Venture,PS-022-PPC-Management,Ppc Management,professional-services,mvp,development,https://github.com/Worldwidebro/ps-022-ppc-management,"T2_TECHNICAL_WRITER_001",[""business-strategy",0,ventures-master.csv,medium,Venture #188 of 687
ps-023-pr-agency,PS-023-PR-Agency: Pr Agency - professional-services venture,Venture,PS-023-PR-Agency,Pr Agency,professional-services,validation,validation,https://github.com/Worldwidebro/ps-023-pr-agency,"T2_TECHNICAL_WRITER_001",[""business-strategy",0,ventures-master.csv,medium,Venture #189 of 687
ps-024-recruiting-agency,PS-024-Recruiting-Agency: Recruiting Agency - professional-services venture,Venture,PS-024-Recruiting-Agency,Recruiting Agency,professional-services,validation,validation,https://github.com/Worldwidebro/ps-024-recruiting-agency,"T2_TECHNICAL_WRITER_001",[""business-strategy",0,ventures-master.csv,medium,Venture #190 of 687
ps-025-business-brokerage,PS-025-Business-Brokerage: Business Brokerage - professional-services venture,Venture,PS-025-Business-Brokerage,Business Brokerage,professional-services,planned,planned,https://github.com/Worldwidebro/ps-025-business-brokerage,"T2_TECHNICAL_WRITER_001",[""business-strategy",0,ventures-master.csv,medium,Venture #191 of 687
mc-001-youtube-channel-network,MC-001-YouTube-Channel-Network: Youtube Channel Network - media-content venture,Venture,MC-001-YouTube-Channel-Network,Youtube Channel Network,media-content,mvp,development,https://github.com/Worldwidebro/mc-001-youtube-channel-network,"T3_SOCIAL_MEDIA_001","T4_OPS_COORDINATOR_001""],0,ventures-master.csv,medium,Venture #192 of 687
mc-002-podcast-network,MC-002-Podcast-Network: Podcast Network - media-content venture,Venture,MC-002-Podcast-Network,Podcast Network,media-content,mvp,development,https://github.com/Worldwidebro/mc-002-podcast-network,"T3_SOCIAL_MEDIA_001","T4_OPS_COORDINATOR_001""],0,ventures-master.csv,medium,Venture #193 of 687
mc-003-blog-network,MC-003-Blog-Network: Blog Network - media-content venture,Venture,MC-003-Blog-Network,Blog Network,media-content,mvp,development,https://github.com/Worldwidebro/mc-003-blog-network,"T3_SOCIAL_MEDIA_001","T4_OPS_COORDINATOR_001""],0,ventures-master.csv,medium,Venture #194 of 687
mc-004-influencer-agency,MC-004-Influencer-Agency: Influencer Agency - media-content venture,Venture,MC-004-Influencer-Agency,Influencer Agency,media-content,validation,validation,https://github.com/Worldwidebro/mc-004-influencer-agency,"T3_SOCIAL_MEDIA_001","T4_OPS_COORDINATOR_001""],0,ventures-master.csv,medium,Venture #195 of 687
mc-005-content-creation-studio,MC-005-Content-Creation-Studio: Content Creation Studio - media-content venture,Venture,MC-005-Content-Creation-Studio,Content Creation Studio,media-content,mvp,development,https://github.com/Worldwidebro/mc-005-content-creation-studio,"T3_SOCIAL_MEDIA_001","T4_OPS_COORDINATOR_001""],0,ventures-master.csv,medium,Venture #196 of 687
mc-006-video-production-company,MC-006-Video-Production-Company: Video Production Company - media-content venture,Venture,MC-006-Video-Production-Company,Video Production Company,media-content,validation,validation,https://github.com/Worldwidebro/mc-006-video-production-company,"T3_SOCIAL_MEDIA_001","T4_OPS_COORDINATOR_001""],0,ventures-master.csv,medium,Venture #197 of 687
mc-007-animation-studio,MC-007-Animation-Studio: Animation Studio - media-content venture,Venture,MC-007-Animation-Studio,Animation Studio,media-content,planned,planned,https://github.com/Worldwidebro/mc-007-animation-studio,"T3_SOCIAL_MEDIA_001","T4_OPS_COORDINATOR_001""],0,ventures-master.csv,medium,Venture #198 of 687
mc-008-music-production,MC-008-Music-Production: Music Production - media-content venture,Venture,MC-008-Music-Production,Music Production,media-content,validation,validation,https://github.com/Worldwidebro/mc-008-music-production,"T3_SOCIAL_MEDIA_001","T4_OPS_COORDINATOR_001""],0,ventures-master.csv,medium,Venture #199 of 687
mc-009-stock-photography,MC-009-Stock-Photography: Stock Photography - media-content venture,Venture,MC-009-Stock-Photography,Stock Photography,media-content,mvp,development,https://github.com/Worldwidebro/mc-009-stock-photography,"T3_SOCIAL_MEDIA_001","T4_OPS_COORDINATOR_001""],0,ventures-master.csv,medium,Venture #200 of 687
mc-010-stock-video,MC-010-Stock-Video: Stock Video - media-content venture,Venture,MC-010-Stock-Video,Stock Video,media-content,mvp,development,https://github.com/Worldwidebro/mc-010-stock-video,"T3_SOCIAL_MEDIA_001","T4_OPS_COORDINATOR_001""],0,ventures-master.csv,medium,Venture #201 of 687
mc-011-online-magazine,MC-011-Online-Magazine: Online Magazine - media-content venture,Venture,MC-011-Online-Magazine,Online Magazine,media-content,mvp,development,https://github.com/Worldwidebro/mc-011-online-magazine,"T3_SOCIAL_MEDIA_001","T4_OPS_COORDINATOR_001""],0,ventures-master.csv,medium,Venture #202 of 687
mc-012-news-website,MC-012-News-Website: News Website - media-content venture,Venture,MC-012-News-Website,News Website,media-content,validation,validation,https://github.com/Worldwidebro/mc-012-news-website,"T3_SOCIAL_MEDIA_001","T4_OPS_COORDINATOR_001""],0,ventures-master.csv,medium,Venture #203 of 687
mc-013-streaming-platform,MC-013-Streaming-Platform: Streaming Platform - media-content venture,Venture,MC-013-Streaming-Platform,Streaming Platform,media-content,planned,planned,https://github.com/Worldwidebro/mc-013-streaming-platform,"T3_SOCIAL_MEDIA_001","T4_OPS_COORDINATOR_001""],0,ventures-master.csv,medium,Venture #204 of 687
mc-014-gaming-channel,MC-014-Gaming-Channel: Gaming Channel - media-content venture,Venture,MC-014-Gaming-Channel,Gaming Channel,media-content,mvp,development,https://github.com/Worldwidebro/mc-014-gaming-channel,"T3_SOCIAL_MEDIA_001","T4_OPS_COORDINATOR_001""],0,ventures-master.csv,medium,Venture #205 of 687
mc-015-esports-team,MC-015-Esports-Team: Esports Team - media-content venture,Venture,MC-015-Esports-Team,Esports Team,media-content,planned,planned,https://github.com/Worldwidebro/mc-015-esports-team,"T3_SOCIAL_MEDIA_001","T4_OPS_COORDINATOR_001""],0,ventures-master.csv,medium,Venture #206 of 687
mc-016-virtual-events-platform,MC-016-Virtual-Events-Platform: Virtual Events Platform - media-content venture,Venture,MC-016-Virtual-Events-Platform,Virtual Events Platform,media-content,planned,planned,https://github.com/Worldwidebro/mc-016-virtual-events-platform,"T3_SOCIAL_MEDIA_001","T4_OPS_COORDINATOR_001""],0,ventures-master.csv,medium,Venture #207 of 687
mc-017-online-course-platform,MC-017-Online-Course-Platform: Online Course Platform - media-content venture,Venture,MC-017-Online-Course-Platform,Online Course Platform,media-content,mvp,development,https://github.com/Worldwidebro/mc-017-online-course-platform,"T3_SOCIAL_MEDIA_001","T4_OPS_COORDINATOR_001""],0,ventures-master.csv,medium,Venture #208 of 687
mc-018-membership-site,MC-018-Membership-Site: Membership Site - media-content venture,Venture,MC-018-Membership-Site,Membership Site,media-content,mvp,development,https://github.com/Worldwidebro/mc-018-membership-site,"T3_SOCIAL_MEDIA_001","T4_OPS_COORDINATOR_001""],0,ventures-master.csv,medium,Venture #209 of 687
mc-019-digital-download-store,MC-019-Digital-Download-Store: Digital Download Store - media-content venture,Venture,MC-019-Digital-Download-Store,Digital Download Store,media-content,mvp,development,https://github.com/Worldwidebro/mc-019-digital-download-store,"T3_SOCIAL_MEDIA_001","T4_OPS_COORDINATOR_001""],0,ventures-master.csv,medium,Venture #210 of 687
mc-020-nft-marketplace,MC-020-NFT-Marketplace: Nft Marketplace - media-content venture,Venture,MC-020-NFT-Marketplace,Nft Marketplace,media-content,planned,planned,https://github.com/Worldwidebro/mc-020-nft-marketplace,"T3_SOCIAL_MEDIA_001","T4_OPS_COORDINATOR_001""],0,ventures-master.csv,medium,Venture #211 of 687
et-001-online-tutoring-platform,ET-001-Online-Tutoring-Platform: Online Tutoring Platform - education-training venture,Venture,ET-001-Online-Tutoring-Platform,Online Tutoring Platform,education-training,mvp,development,https://github.com/Worldwidebro/et-001-online-tutoring-platform,"T3_CONTENT_STRATEGIST_001","T4_OPS_COORDINATOR_001""],0,ventures-master.csv,medium,Venture #212 of 687
et-002-language-learning-app,ET-002-Language-Learning-App: Language Learning App - education-training venture,Venture,ET-002-Language-Learning-App,Language Learning App,education-training,mvp,development,https://github.com/Worldwidebro/et-002-language-learning-app,"T3_CONTENT_STRATEGIST_001","T4_OPS_COORDINATOR_001""],0,ventures-master.csv,medium,Venture #213 of 687
et-003-test-prep-service,ET-003-Test-Prep-Service: Test Prep Service - education-training venture,Venture,ET-003-Test-Prep-Service,Test Prep Service,education-training,validation,validation,https://github.com/Worldwidebro/et-003-test-prep-service,"T3_CONTENT_STRATEGIST_001","T4_OPS_COORDINATOR_001""],0,ventures-master.csv,medium,Venture #214 of 687
et-004-coding-bootcamp,ET-004-Coding-Bootcamp: Coding Bootcamp - education-training venture,Venture,ET-004-Coding-Bootcamp,Coding Bootcamp,education-training,validation,validation,https://github.com/Worldwidebro/et-004-coding-bootcamp,"T3_CONTENT_STRATEGIST_001","T4_OPS_COORDINATOR_001""],0,ventures-master.csv,medium,Venture #215 of 687
et-005-professional-certification,ET-005-Professional-Certification: Professional Certification - education-training venture,Venture,ET-005-Professional-Certification,Professional Certification,education-training,validation,validation,https://github.com/Worldwidebro/et-005-professional-certification,"T3_CONTENT_STRATEGIST_001","T4_OPS_COORDINATOR_001""],0,ventures-master.csv,medium,Venture #216 of 687
et-006-corporate-training,ET-006-Corporate-Training: Corporate Training - education-training venture,Venture,ET-006-Corporate-Training,Corporate Training,education-training,validation,validation,https://github.com/Worldwidebro/et-006-corporate-training,"T3_CONTENT_STRATEGIST_001","T4_OPS_COORDINATOR_001""],0,ventures-master.csv,medium,Venture #217 of 687
